MNTH,Day,Year,MAX,MIN,AVG, DEP,HDD,CDD,WTR,SNW, DPTH,AVGSPD,MAXSPD,DIR, MIN,PSBL, S-S,WX,SPD ,DR
5,14,2022,93,68,81,8,e,16 e.ee,0,e.e,e,8,15,,M,M,4,2e 16e,,
5,15,2022,97,70,84,19,e,19 e.ee,0,e.e,e 12.3,12.3,30,70,M,M,6,43,,
5,16,2022,98,67,79,5,e,14 e.ee,0,e.e,e,8.1,17,,M,M,6,23 148,,
5,17,2022,95,74,85,11,e,2e e.ee,0,e.e,e 14.e,14,25,,M,M,7,35 168,,
5,18,2022,96,73,85,19,e,2e e.ee,0,e.e,e 16.1,16.1,29,,M,M,5,37 19e,,
5,19,2022,96,73,85,19,e,2e e.ee,0,e.e,e 21.2,21.2,31,,M,M,2,44 19e,,
5,20,2022,95,75,85,19,e,ze e.ee,0,e.e,e 22.5,22.5,33,,M,M,6 8,46 18e,,
5,21,2022,92,64,78,2,e,13,0.2,e.e,e 16.4,16.4,29,,M,M,7 38,4e 18e,,
5,22,2022,76,69,65,,e,e,0.2,e.e,e 13.9,13.9,26,18,M,M,19,38,,
5,23,2022,79,60,79,-6,e,5 9.84,0.04,e.e,e,8.1,21,,M,M,19,3e Ile,,
5,24,2022,76,62,69,-8,e,4 1.29,1.29,e.e,e 11.1 28 330,11.1,28,,M,M,10 13,33 338,2e,
5,25,2022,73,61,67,,e,2 e.84,0.84,e.e,e 14.4 28 248,14.4,28,,M,M,8 13,36 29e,,
5,26,2022,88,54,71,-6,e,6 e.ee,0,e.e,e,8.6,24,,M,M,2,33 28e,4e,
5,27,2022,92,59,76,,e,11 e.ee,0,e.e,e 4.8 13 158,4.8,13,,M,M,,16 148,40,
5,28,2022,94,68,81,3,e,16 e.ee,0,e.e,e 15.5 26 170,15.5,26,,M,M,2,49 18e,,
5,29,2022,94,72,83,5,e,18 e.ee,0,e.e,e 28.5 32 168,28.5,32,,M,M,5,44 168,,
5,30,2022,93,76,85,7,e,2e e.ee,0,e.e,e 22.4 32 198,22.4,32,,M,M,6,47 17e,,
5,31,2022,95,77,86,7,e,21 e.ee,0,e.e,e 17.6 25 169,17.6,25,,M,M,6,35 189,,
6,1,2022,89,71,80,,e,15 2.15,2.15,e.e,e,8.6,36,,M,M,8 13,46,,
6,2,2022,84,65,75,-7,e e,le e. 38 12 e.ll,0.38,e.e e.e,e le. 2 39 35e,10.2,39,,M M,M M,13 13,50 360,,
6,3,2022,83,70,77,,,,0.11,,e,6,16,6e,,,,22,,
6,4,2022,87,68,78,,e,13 e. ee,0,e.e,e,6.9,14,Ile,M,M,8,19 15e,,
6,5,2022,93,73,83,3,e,18 e.ee,0,e.e,e 14.4 24,14.4,24,12e,M,M,6,35 13e,,
6,6,2022,94,76,85,5,e,2e e.ee,0,e.e,e 16.5 26,16.5,26,18e,M,M,4,35 2ee,,
6,7,2022,94,77,86,6,e e,21 e.ee 17 e.ee,0,e.e e.e,e e,13.8,21,15e 36e,M M,M M,5 7,3e 17e,,
6,8,2022,89,75,82,,,,0,,,13.8,28,,,,,37,,
6,9,2022,94,73,84,3,e,19 e.ee,0,e.e,e,6.9,13,17e,M,M,6,18 18e,,
6,10,2022,99,76,88,7,e,23 e.ee,0,e.e,e,7.5,21,2e,M,M,5,27,,
6,11,2022,103,79,91,10,e,26 e.ee,0,e.e,e,11.9,20,18e,M,M,3,26 2ee,,
6,12,2022,102,80,91,9,e,26 e.ee,0,e.e,e,16.1,23,19e,M,M,2,3e 190,,
6,13,2022,100,80,90,8,e,25 e.ee,0,e.e,e,18.4,26,19e,M,M,e 8,4e 17e,,
6,14,2022,97,78,88,6,e,23 e.ee,0,a.e,e,22.5,32,17e,M,M,5,44 170,,
6,15,2022,95,79,87,5,e,22 e.ee,0,e.e,e,18.5,30,18e,M,M,7,43 16e,,
6,16,2022,100,81,91,9,e,26 e.ee,0,e.e,e,9.9,18,2ee,M,M,4,23 19e,,
6,17,2022,99,75,87,5,e,22,0.2,e.e,e,5.4,24,12e,M,M,2 38,39 12e,,
6,18,2022,99,75,87,5,e,22 e.ee,0,e.e,e,7.4,16,15e,M,M,3,24 16e,,
6,19,2022,99,78,89,6,e,24 e.ee,0,e.e,e,8,25,12e,M,M,2,34 Ile,,
6,20,2022,101,76,89,6,e,24 e.ee,0,e.e,e,10.4,20,,M,M,2,29 14e,,
6,21,2022,99,81,90,7,e,25 e.ee,0,e.e,e,9.7,17,,M,M,,24 13e,,
6,22,2022,99,77,88,5,e,23 e.ee,0,e.e,e,7.2,15,,M,M,2,19 14e,,
6,23,2022,102,80,91,8,e,26 e.ee,0,e.e,e,6.3,18,,M,M,3,24 13e,,
6,24,2022,103,82,93,le,e,28 e.ee,0,e.e,e,10.9,20,,M,M,2,34 ne,,
6,25,2022,101,82,92,9,e,27 e.ee,0,e.e,e,10.3,17,,M,M,2,22 19e,,
6,26,2022,101,78,90,6,e,25 e.ee,0,e.e,e,9.6,24,2e,M,M,4 3,32,,
6,27,2022,94,73,84,e,e,19 e.ee,0,e.e,e,11.6,22,2e,M,M,6,27 36e,,
6,28,2022,92,76,84,e,e,19 e.ee,0,e.e,e,9.1,15,4e,M,M,7,21,,
6,29,2022,94,74,84,e,e,19 e.ee,0,e.e,e,7.3,14,6e,M,M,2,19,,
6,30,2022,99,73,86,2,e,21 e.ee,0,e.e,e,7.8,22,,M,M,2,30 160,,
7,1,2022,95,75,85,1,e,20 e.ee,0,e.e,e,9.2,18,M,M,3,25 189,,,
7,2,2022,99,77,88,4,e,23 e.ee,0,e.e,e,8.1,28,M,M,4,25 13e,,,
7,3,2022,101,88,91,7,e,26 e.ee,0,e.e,e,9.5,28,M,M,3 3,27 16e,,,
7,4,2022,100,81,91,7,e,26 e.ee,0,e.e,e 12.9 21 189,12.9,21,M,M,,39 19e,,,
7,5,2022,102,81,92,8,e,27 e.ee,0,e.e,e 12.6 23 2ee,12.6,23,M,M,,29 21e,,,
7,6,2022,103,82,93,8,e,28 e.ee,0,e.e,e 12.3 29 2ee,12.3,29,M,M,3,28 17e,,,
7,7,2022,103,82,93,8,e,28 e.ee,0,e.e,e 11.9 29 196,11.9,29,M,M,3 8,26 19e,,39,
7,8,2022,106,83,95,19,e,39 e.ee,0,e.e,e,9.8,18,M,M,2,23 19e,,,
7,9,2022,105,82,94,9,e,29 e.ee,0,e.e,e,6.4,16,M,M,5,22,2e,39,
7,10,2022,102,81,92,7,e,27 e.ee,0,e.e,e,9.2,16,M,M,2,26,19,,
7,11,2022,102,81,92,7,e,27 e.ee,0,e.e,e,8.5,17,M,M,,24 149,,49,
7,12,2022,102,80,91,6,e,26 e.ee,0,e.e,e,7.9,22,M,M,2,33,7e,,
7,13,2022,105,79,92,6,e,27 e.ee,0,e.e,e,6.1,14,M,M,2,19,4e,,
7,14,2022,96,79,88,2,e,23 e.ee,0,e.e,e le.8 29 136,10.8,29,M,M,5,37 1%,,,
7,15,2022,99,75,87,,e,22 e.ee,0,e.e,e,7.3,16,M,M,2,22 Ile,,,
7,16,2022,100,78,89,3,e,24 e.ee,0,e.e,e,9.2,17,M,M,3,28 19e,,29,
7,17,2022,106,83,95,9,e,39 e.ee,0,e.e,e 11.9 29 179,11.9,29,M,m,6,25 17e,,,
7,18,2022,109,86,98,12,e,33 e.ee,0,e.e,e 15.9 24 17e,15.9,24,M,M,2,31 17e,,,
7,19,2022,109,84,97,11,e,32 e.ee,0,e.e,e 17.2 28 190,17.2,28,M,M,2,36 2ee,,,
7,20,2022,109,82,96,19,e,31 e.ee,0,e.e,e 14.4 28 199,14.4,28,M,M,5,35 2ee,,,
7,21,2022,101,85,93,7,e,28,0.2,e.e,e 11.1 24 199,11.1,24,M,M,8,31 19e,,49,
7,22,2022,100,83,92,6,e,27 e.ee,0,e.e,e 12.8 24 128,12.8,24,M,M,6,32 15e,,80,
7,23,2022,100,78,89,3,e,24 e.ee,0,e.e,e 11.5 28 199,11.5,28,M,M,4,26 19e,,59,
7,24,2022,102,82,92,5,e,27 e.ee,0,e.e,e 13.6 21 178,13.6,21,M,M,4,29 16e,,59,
7,25,2022,104,83,94,7,e,29 e.ee,0,e.e,e 13.3 21 2ee,13.3,21,M,M,3,27 2ee,,,
7,26,2022,103,81,92,5,e,27 e.ee,0,e.e,e 12.3 25 190,12.3,25,M,M,4,35 189,,,
7,27,2022,103,83,93,6,e,28 e.ee,0,e.e,e 12.7 22 189,12.7,22,M,M,4 8,33 18e,,19,
7,28,2022,102,82,92,5,e,27 e.ee,0,e.e,e 12.3 22 190,11.9,28,M,M,3,29 19e,,,
7,29,2022,102,82,92,5,e,27,0.2,e.e,e 11.9 28 369,10.4,23,M,M,4,35,19,,
7,30,2022,100,82,91,,,,0,,,13.5,21,,,,,,,
7,31,2022,104,83,91,4,e,26 e.ee,0,e.e,e 19.4 23 199,19.4,23,M,M,7,27 2ee,,,
8,1,2022,91,83,92,5,e,27 e.ee,0,e.e,e 12.9 39 199,12.9,39,,M,M,5,38 199,,
8,2,2022,103,83,93,6,e,28 e.ee,0,e.e,e 14.3 23 198,14.3,23,,M,M,3,31 188,5e,
8,3,2022,104,82,93,6,e,28 e.ee,0,e.e,e 16.1 23 199,16.1,23,,M,M,2,38 199,,
8,4,2022,101,81,91,4,e,26 e.ee,0,e.e,e 12.9 21 299,12.9,21,,M,M,4,29 199,,
8,5,2022,104,82,93,6,e,28 e.ee,0,e.e,e 18.4 24 159,18.4,24,,M,M,3,33 168,,
8,6,2022,100,79,89,2,e,24 e.ee,0,e.e,e 19.8 29 159,19.8,29,,M,M,2,27 149,7e,
8,7,2022,100,88,99,3,e,25 e.ee,0,e.e,e 12.8 21 2ee,12.8,21,,M,M,3,29 190,,
8,8,2022,101,82,92,5,e,27 e.ee,0,e.e,e 1e.7 21 179,10.7,21,,M,M,4,3e 189,4e,
8,9,2022,101,89,91,4,e,26,0.2,e.e,e,9.2,28,29,M,M,7 3,33,le,
8,19,2022,99,76,88,1,e,23 9.41,0.41,e.e,e,6.1,28,,M,M,7 38,33 199,,
8,11,2022,98,75,87,e,e,22 e.ee,0,e.e,e,5.8,17,69,M,M,3,23,,
8,12,2022,97,78,88,1,e,23 e.ee,0,e.e,e,7.7,15,,M,M,4 8,28 128,,
8,13,2022,99,89,99,4,e,25 e.ee,0,e.e,e,7.6,14,,M,M,2,22,,
8,14,2022,99,77,88,2,e,23 e.ee,0,e.e,e,7.8,17,,M,M,3,24 149,,
8,15,2022,100,88,98,4,e,25 e.ee,0,e.e,e 18.2,10.2,18,,M,M,7,24 178,,
8,16,2022,101,82,92,6,e,27 e.ee,0,e.e,e,7.7,16,,M,M,8,2e 2ee,,
8,17,2022,102,73,88,2,e,23 9.48,0.48,e.e,e 18.3,18.3,28,,M,M,6 13,35 178,,
8,18,2022,86,74,89,-6,e,15,0.2,e.e,e,5.2,13,,M,M,7,15,,
8,19,2022,94,73,84,-2,e,19 e.ee,0,e.e,e,6.3,17,,M,M,7,23 179,,
8,20,2022,92,76,84,-2,e,19 e.ee,0,e.e,e 19.4,19.4,21,,M,M,8,38 229,,
8,21,2022,89,74,82,-3,e,17 3.53,3.53,e.e,e,9.2,28,,M,M,9 13,38 189,,
8,22,2022,80,72,76,-9,e,11 5.66,5.66,e.e,e,7.3,17,,M,M,9 13,22 120,,
8,23,2022,86,73,89,,e,15 e. 38,0.38,e.e,e,8.9,17,19,M,M,9,22,8e,
8,24,2022,90,75,83,,e,18 e.ee,0,e.e,e,6.2,15,80,M,M,8,20,,
8,25,2022,93,74,84,e,e,19 e.ee,0,e.e,e,6.6,15,59,M,M,4,28,,
8,26,2022,94,74,84,e 3,e e,19 e.ee 22 e.ee,0,e.e e.e,e e,4.3,13,99,M M,M M,4 3,18,,
8,27,2022,97,76,87,,,,0,,,7.9,17,,,,,22 179,,
8,28,2022,97,79,88,4,e,23 e.ee,0,e.e,e 13.6 21 159,13.6,21,,M,M,2,28 169,,
8,29,2022,94,75,85,1,e,29 e. 15,0.15,e.e,e,9.3,23,,M,M,6 13,39,,
8,30,2022,98,76,83,e,e,18,0.2,e.e,e,7.4,18,,M,M,8 3,21 189,90,
8,31,2022,90,74,82,,e,17 e. 15,0.15,e.e,e,6.4,17,,M,M,8 3,22 178,,
9,1,2022,85,75,80,-3,e,15 e. 23,0.23,e.e,e,4.2,25,,M,M,9 138,33 31e,,
9,2,2022,86,74,80,-3,e,15 e.le,0.1,e.e,e,7.9,18,,M,M,8,23 190,,
9,3,2022,97,73,85,3,e,2e e.ee,0,e.e,e,4.2,22,,M,M,5 3,31 lee,le,
9,4,2022,95,72,84,2,e,19,0.2,e.e,e,5.2,31,5e,M,M,5 3,41,le,
9,5,2022,92,68,80,,e,15 e.ee,0,e.e,e,7.4,23,,M,M,4 3,3e 24e,,
9,6,2022,95,73,84,2,e,19 e.ee,0,e.e,e,4,17,,M,M,4,22 17e,,
9,7,2022,95,73,84,3,e,19 e.ee,0,e.e,e,5.8,18,,M,M,2,27 36e,,
9,8,2022,90,75,83,2,e,18 e.ee,0,e.e,e,5.9,13,,M,M,3,19,,
9,9,2022,89,70,80,-1,e,15 e.ee,0,e.e,e,6.2,14,,M,M,2,19 12e,30,
9,10,2022,90,66,78,,e,13 e.ee,0,e.e,e,4.1,13,6e,M,M,,19,20,
9,11,2022,85,69,77,-7,e e,12 e. eo 11 e.ee,0,e.e e.e,e 11.1 21 34e,11.1,21,,M M,M M,5 3,29,,
9,12,2022,87,65,76,,,,0,,e,4.3,9,,,,,12 130,,
9,13,2022,90,67,79,e,e,14 e.ee,0,e.e,e,8.4,16,,M,M,2,21 18e,,
9,14,2022,88,64,76,-3,e,11 e.ee,0,e.e,e,8.3,15,,M,M,2,19 15e,20,
9,15,2022,88,63,76,-3,e,11 e.ee,0,e.e,e,7.7,15,,M,M,3,22 13e,,
9,16,2022,92,67,80,2,e,15 e.ee,0,e.e,e,9.5,20,,M,M,2,28 17e,,
9,17,2022,94,76,85,7,e,2e e.ee,0,e.e,e 12.4 18 19e,12.4,18,,M,M,4,28 16e,,
9,18,2022,95,76,86,8,e,21 e.ee,0,e.e,e le.4 17 19e,10.4,17,,M,M,,23 18e,,
9,19,2022,95,75,85,7,e,2e e.ee,0,e.e,e,7.6,15,,M,M,,2e 16e,,
9,20,2022,96,76,86,9,e,21 e.ee,0,e.e,e,7.8,15,,M,M,,22 17e,,
9,21,2022,96,74,85,8,e,2e e.ee,0,e.e,e,5.8,14,,M,M,1,19 17e,,
9,22,2022,98,70,84,7,e,19 e.ee,0,e.e,e,3.3,14,31e,M,M,,19 300,,
9,23,2022,97,72,85,9,e,2e e.ee,0,e.e,e,7.4,21,,M,M,2,27 17e,,
9,24,2022,96,76,86,10,e,21 e.ee,0,a.e,e,9.3,16,,M,M,1,21 18e,,
9,25,2022,98,75,87,11,e,22 e.ee,0,e.e,e,7,18,7e,M,M,5 3,26,50,
9,26,2022,87,66,77,2,e,12 e.ee,0,e.e,e,9.8,20,le,M,M,e,27 36e,,
9,27,2022,88,59,74,,e,9 e.ee,0,e.e,e,6.1,12,,M,M,,15 13e,,
9,28,2022,91,65,78,4,e,13 e.ee,0,e.e,e,7.7,16,,M,M,2,21 18e,,
9,29,2022,81,64,73,,e,8 e.ee,0,e.e,e,9.1,20,,M,M,e,29 150,,
9,30,2022,81,58,70,,e,5 e.ee,0,e.e,e,5.7,10,,M,M,e,15 13e,,
10,1,2022,82,56,69,-4,e,4 e.ee,0,e.e,e,3.6,12,,M,M,e,17 140,,
10,2,2022,84,57,71,,e,6 e.ee,0,e.e,e,2.9,12,8e,M,M,,18,,
10,3,2022,85,58,72,,e,7 e.ee,0,e.e,e,3.3,9,,M,M,e,17 140,,
10,4,2022,85,60,73,1,e,8 e.ee,0,e.e,e,3.6,10,,M,M,,16 18e,,
10,5,2022,88,60,74,2,e,9 e.ee,0,e.e,e,3.4,9,,M,M,2,13 12e,,
10,6,2022,89,60,75,3,e,le e.ee,0,e.e,e,3.4,9,,M,M,2,12,,
10,7,2022,88,64,76,5,e,11 e.ee,0,e.e,e,5.6,18,2e,M,M,7,24,,
10,8,2022,78,61,70,-1,e,5 e.ee,0,e.e,e 10.4 17,10.4,17,20,M,M,6,26 33e,,
10,9,2022,82,58,70,e,e,5 e.ee,0,e.e,e,5.3,9,,M,M,6,13 110,,
10,10,2022,87,65,76,6,e,11 e.ee,0,e.e,e,8.7,18,,M,M,3,24 180,,
10,11,2022,84,67,76,6,e,11,0.2,e.e,e 13.5 23 19e,13.5,23,,M,M,6,33 2ee,,
10,12,2022,95,69,82,13,e,17 e.ee,0,e.e,e 11.5 2e,11.5,20,le,M,M,,27,,
10,13,2022,82,58,70,1,e,5 e.ee,0,e.e,e,7.8,15,,M,M,e,2e,,
10,14,2022,87,56,72,3,e,7 e.ee,0,e.e,e,9.1,18,,M,M,2,24 19e,,
10,15,2022,94,71,83,15,e,18 e.ee,0,e.e,e 12.9 21 190,12.9,21,,M,M,5 8,28 180,,
10,16,2022,80,64,72,4,e,7 e. 07,0.07,e.e,e 11.0 31 360,11,31,,M,M,9,39 350,,
10,17,2022,71,53,62,-5,3,e e.ee,0,e.e,e 12.8 22,12.8,22,le,M,M,5,29,,
10,18,2022,65,48,57,,8,e e.ee,0,e.e,e le.2 21 35e,10.2,21,,M,M,,26 350,,
10,19,2022,67,42,55,,le,e e.ee,0,e.e,e,4.3,12,,M,M,e 8,15 170,,
10,20,2022,85,50,68,2,e,3 e. oe,0,e.e,e,8.4,18,,M,M,e 8,29 280,,
10,21,2022,92,51,72,6,e,7 e.ee,0,e.e,e le.6 24 19e,10.6,24,,M,M,e,32 19e,,
10,22,2022,88,65,77,12,e,12 e.ee,0,e.e,e 21.5 32 190,21.5,32,,M,M,4 8,42 190,,
10,23,2022,87,70,79,,e,14 e.ee,0,e.e,e 23.0 36 19e,23,36,,M,M,6,46 19e,,
10,24,2022,76,59,68,3,e,3 2.3e,2.3,e.e,e 13.1 25 3ee,13.1,25,,M,M,le 13,35 17e,,
10,25,2022,71,52,62,-2,3,e,0.2,e.e,e 14.4 36 3ee,14.4,36,,M,M,3,51 3ee,,
10,26,2022,73,47,60,-4,5,e e.ee,0,e.e,e,5,12,,M,M,e,16 14e,,
10,27,2022,75,50,63,,2,e e.ee,0,e.e,e le.7 18 12e,10.7,18,,M,M,4,26 15e,,
10,28,2022,64,52,58,-5,7,e 1.91,1.91,e.e,e 12.6 39,12.6,39,se,M,M,le 13,se,,
10,29,2022,65,55,60,-3,5,e 0.15,0.15,e.e,e 12.7 2e 330,12.7,20,,M,M,le 1,24 330,,
10,30,2022,75,55,65,3,e,e e.ee,0,e.e,e,8.4,16,,M,M,3,2e 32e,,
10,31,2022,78,51,65,3,e,e e.ee,0,e.e,e,2.2,7,,M,M,6 8,11 230,,
11,1,2022,78,56,67,5,e,2 e.ee,0,e.e,e,5.2,15,M,M,5,21 17e,,,
11,2,2022,75,55,65,4,e,e e.ee,0,a.e,e,9.2,17,M,M,5 1,31 14e,,,
11,3,2022,80,66,73,12,e,8,0.2,e.e,e 12.8 24 17e,12.8,24,M,M,7 18,34 17e,,,
11,4,2022,78,49,64,4,1,e 3 .el,3.01,e.e,e,16,44,M,M,8 123,63 28e,,,
11,5,2022,66,44,55,-5,le,e e.ee,0,e.e,e,9.1,17,M,M,2,24 31e,,,
11,6,2022,81,55,68,8,e,3 e.ee,0,e.e,e 11.5 2e 200,11.5,20,M,M,4,27 2ee,,,
11,7,2022,82,63,73,14,e,8 e.e3,0.03,e.e,e,4.8,20,M,M,9 12,25 16e,,,
11,8,2022,80,68,74,15,e,9 e.ee,0,e.e,e,8,15,M,M,8 18,19 14e,,,
11,9,2022,83,67,75,16,e,le e.ee,0,e.e,e 11.1 22 17e,11.1,22,M,M,6,29 180,,,
11,10,2022,75,62,69,11,e,4,0.2,e.e,e,8.6,21,M,M,6,29 19e,,,
11,11,2022,68,41,55,-3,le,e e.52,0.52,e.e,e 16.0 29 35e,16,29,M,M,9 13,37 34e,,,
11,12,2022,53,35,44,,21,e e.ee,0,e.e,e le. e 18 36e,10,18,M,M,4,24,le,,
11,13,2022,54,33,44,,21,e e.ee,0,e.e,e,5.7,15,M,M,5,2e 12e,,,
11,14,2022,45,41,43,,22,e e.45,0.45,e.e,e,9.8,18,M,M,9,24 33e,,,
11,15,2022,46,37,42,,23,e e.ee,0,e.e,e,9.8,20,M,M,9,27 31e,,,
11,16,2022,56,38,47,-9,18,e e.ee,0,e.e,e,5.4,12,M,M,6,15 31e,,,
11,17,2022,60,34,47,-9,18,e e.ee,0,e.e,e,5,13,M,M,2,17 21e,,,
11,18,2022,48,37,43,,22,e,0.2,T,e le.6 18 36e,10.6,18,M,M,7 4,23 360,,,
11,19,2022,44,35,40,,25,e,0.2,T,e,8,17,M,M,7 4,22,le,,
11,20,2022,51,30,41,,24,e,0.2,a.e,e,5.1,12,M,M,5,15 22e,,,
11,21,2022,52,40,46,,19,e e.e2,0.02,e.e,e,6.9,13,M,M,8,16 19e,,,
11,22,2022,61,40,51,-3,14,e e.ee,0,e.e,e,4.7,14,M,M,7,17 ne,,,
11,23,2022,58,50,54,e,11,e ese,0,e.e,e,6,14,M,M,le 138,17 17e,,,
11,24,2022,58,53,56,2,9,e e. 7e,0.7,e.e,e,8.8,22,M,M,le 13,27 36e,,,
11,25,2022,59,50,55,2,le,e,0.2,e.e,e 11.4 21,11.4,21,M,M,le,27,20,,
11,26,2022,56,47,52,-1,13,e 1.17,1.17,e.e,e le.6 22 25e,10.6,22,M,M,le 1,28 25e,,,
11,27,2022,64,45,55,2,le,e e.ee,0,e.e,e,9.7,16,M,M,2,19 33e,,,
11,28,2022,69,38,54,2,11,e e.ee,0,e.e,e,9.8,20,M,M,2,26 17e,,,
11,29,2022,81,43,62,10,3,e e.ee,0,e.e,e 16.1 33 34e,16.1,33,M,M,5 1,43 35e,,,
11,30,2022,51,35,43,-9,22,e e.ee,0,e.e,e le.4 29 35e,10.4,29,M,M,2,35 35e,,,
12,1,2022,52,35,44,-7,21,e,0.2,e.e,e,8.1,18,M,M,7,24 2ee,,,
12,2,2022,65,49,57,6,8,e,0.2,e.e,e 11.6 24 19e,11.6,24,M,M,9,29 19e,,,
12,3,2022,60,46,53,2,12,e e.ee,0,e.e,e 13.5 29 36e,13.5,29,M,M,8,39,le,,
12,4,2022,58,47,53,2,12,e,0.2,e.e,e,7.5,16,M,M,9,21 16e,,,
12,5,2022,81,52,67,17,e,2 e.ee,0,e.e,e 14.2 22 19e,14.2,22,M,M,7 1,30 zee,,,
12,6,2022,77,61,69,19,e,4,0.2,e.e,e,7.1,16,M,M,7,2e 23e,,,
12,7,2022,74,58,66,16,e,e.B6,0.06,e.e,e,6.7,15,M,M,le 128,18 17a,,,
12,8,2022,77,57,67,17,e,2 e.le,0.1,e.e,e,3.4,12,M,M,9 128,13 33e,,,
12,9,2022,68,58,63,14,2,e e.e6,0.06,e.e,e,6.8,15,M,M,9 12,19,ze,,
12,10,2022,74,54,64,15,1,e 1.37,1.37,e.e,e,9.2,23,M,M,le 123,30 33e,,,
12,11,2022,58,52,55,6,le,e e.B4,0.04,e.e,e,6.9,15,M,M,le,19,le,,
12,12,2022,64,55,60,11,5,e e.e2,0.02,e.e,e 11.7 24 14e,11.7,24,M,M,le,33 149,,,
12,13,2022,69,54,62,,3,e e.73,0.73,e.e,e 13.0 41 23e,13,41,M,M,7 13,56 23e,,,
12,14,2022,59,43,51,3,14,e,0.2,e.e,e 12.e 22 32e,12,22,M,M,5,31 29e,,,
12,15,2022,55,37,46,-2,19,e e.ee,0,e.e,e,7.6,16,M,M,e,25 27e,,,
12,16,2022,50,37,44,-4,21,e e.ee,0,e.e,e,9.2,17,M,M,6,22 349,,,
12,17,2022,52,35,44,,21,e e.ee e.e,0,,e,7,16,M,M,,2e 33a,,,
12,18,2022,55,31,43,-4,22,e e.ee,0,e.e,e,7.1,16,M,M,5,22 14e,,,
12,19,2022,49,44,47,e,18,e e. el,0.01,e.e,e le.5 2e 15e,10.5,20,M,M,le,26 14e,,,
12,20,2022,56,39,48,1,17,e,0.2,e.e,e,9.8,17,M,M,6,23,le,,
12,21,2022,52,31,42,-5,23,e e.ee,0,e.e,e,7.3,15,M,M,7,2e 189,,,
12,22,2022,45,11,28,,37,e,0.2,T,e 22.1 38 33e,22.1,38,M,M,7 168,49 33e,,,
12,23,2022,25,11,18,,47,e e.ee e.e,0,,e 15.6 24 35e,15.6,24,M,M,7,34 340,,,
12,24,2022,37,2.2,30,,35,e e.ee,0,e.e,e,5.3,12,M,M,5,14 3ee,,,
12,25,2022,52,22,37,-9,28,e e.ee,0,e.e,e,7.5,15,M,M,4,22 2ee,,,
12,26,2022,59,29,44,-2,21,e e.ee,0,e.e,e 10.6 26 35a,10.6,26,M,M,4,33 35e,,,
12,27,2022,52,23,38,-8,27,e e.ee,0,e.e,e,9,16,M,M,4,23 17e,,,
12,28,2022,73,43,58,12,7,e e.ee,0,e.e,e 17.7 31 19e,17.7,31,M,M,5,41 19e,,,
12,29,2022,74,55,65,19,e,e e.ee,0,e.e,e le.6 28 19e,10.6,28,M,M,9,36 17e,,,
12,30,2022,63,46,55,9,le,e e.ee,0,e.e,e,5.2,10,M,M,9,14 36e,,,
12,31,2022,74,46,60,14,5,e e.ee,0,e.e,e 11.3 25 22e,11.3,25,M,M,4,31 22e,,,
1,1,2023,78,51,65,19,e,e e.ee,0,e.e,e 11.5 18 2ee,11.5,18,,M,M,7,23 160,,
1,2,2023,78,64,71,25,e,6,0.2,e.e,e 12.7 28 19e,12.7,28,,M,M,8 18,36 190,,
1,3,2023,69,44,57,11,8,e,0.2,e.e,e le.l 21 28e,10.1,21,,M,M,7,28 260,,
1,4,2023,59,37,48,2,17,e e.ee,0,e.e,e,5,13,,M,M,2 8,17 320,,
1,5,2023,62,36,49,3,,e e.ee,0,e.e,e,4.6,10,,M,M,3,330,,
1,6,2023,70,40,55,9,le,e e.ee,0,e.e,e 12.2 28 18e,12.2,28,,M,M,6,36 180,,
1,7,2023,64,49,57,11,8,e e.ee,0,e.e,e 11.6 2e 32e,11.6,20,,M,M,5,24 18a,,
1,8,2023,61,40,51,5,14,e e.ee,0,e.e,e,5.6,15,,M,M,3,18 360,,
1,9,2023,70,36,53,7,12,e e.ee,0,e.e,e,7.7,20,,M,M,3,24 180,,
1,10,2023,83,44,64,18,,e e.ee,0,e.e,e 12.3 23 21e,12.3,23,,M,M,3,29 220,,
1,11,2023,85,55,70,24,e,5 e. ee,0,e.e,e 14.3 24 29e,14.3,24,,M,M,6,35 290,,
1,12,2023,69,40,55,9,le,e e.ee,0,e.e,e 18.6 33 31e,18.6,33,,M,M,2,46 3ee,,
1,13,2023,58,33,46,e,19,e e.ee,0,e.e,e,6.1,14,3e,M,M,3,18,20,
1,14,2023,64,36,50,4,15,e e.ee,0,e.e,e 11.2 22,11.2,22,17e,M,M,4,28 160,,
1,15,2023,71,47,59,13,6,e e.ee,0,e.e,e 18.6 32,18.6,32,19e,M,M,5,43 170,,
1,16,2023,76,57,67,21,e,2 e. eo,0,e.e,e 14.2 25,14.2,25,2ee,M,M,8,33 190,,
1,17,2023,79,49,64,18,1,e e.ee,0,e.e,e,7.2,16,14e,M,M,6 8,23 150,,
1,18,2023,72,57,65,19,e,e,0.2,e.e,e 12.8 28,12.8,28,32e,M,M,5,35 320,,
1,19,2023,61,43,52,6,13,e e.ee,0,e.e,e,10.2,23,,M,M,4,31 310,,
1,20,2023,63,39,51,5,14,e e.ee,0,e.e,e,6.5,15,,M,M,7,19 140,,
1,21,2023,59,45,52,6,13,e,0.2,e.e,e,9,21,,M,M,6 8,28 3ee,,
1,22,2023,54,37,46,-1,19,e e.ee,0,e.e,e,11.6,22,,M,M,3,27 340,,
