Date,Aceraceae (maple family),Betulaceae (birch family),Asteraceae (aster family),Arecaceae,Asteraceae (aster family),Asteraceae (aster family),Betulaceae (birch family),Betulaceae,Juglandaceae (walnut family),Ulmaceae,goosefoot/amaranth family,Betulaceae,"juniper family, cedar",sedge family,Asteraceae,Fagaceae (beech family),Oleaceae (olive family),Gramineae / Poaceae,Juglandaceae (walnut family),Oleaceae,Hamamelidaceae (witch-hazel family),Moraceae (mulberry family),Oleaceae (olive family),,,,Pinaceae (pine family),Plantaginaceae (plantain family),Platanaceae (plane-tree family),Salicaceae (willow family),Fabaceae,Fagaceae (beech family),Polygonaceae (buckwheat family),Salicaceae (willow family),Tiliaceae (linden family),Ulmaceae (elm family),,Urticaceae (nettle family),,Station Name,Station City,Station State,Station Postal Code,Station Country
2/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,970,North Texas Pollen Station,Flower Mound,TX,75022,US
6/19/2021,,,,,,,,,,,,,2,,,,,17,,,,,,,,,,,,,,,,,,,,,2803,North Texas Pollen Station,Flower Mound,TX,75022,US
1/13/2023,,,,,,,,,,,,,877,,,,,,,,,,,,,,,,,,,,,,,,,,2816,North Texas Pollen Station,Flower Mound,TX,75022,US
5/27/2023,,,,,,,,,,,,,,2,,,,19,,,,,,,,,,,,,,,,,,,,,2126,North Texas Pollen Station,Flower Mound,TX,75022,US
8/30/2021,,,26,,,,,,,,8,,,,,,,15,,,,,,,,,,,,,,,,,,10,,,2118,North Texas Pollen Station,Flower Mound,TX,75022,US
10/28/2021,,,50,,,,,,,,,,9,,,,,2,,,,,,,,,,,,,,,,,,9,,,2355,North Texas Pollen Station,Flower Mound,TX,75022,US
4/1/2023,13,,,,,,,,,4,,,17,1,,,82,11,2,,,39,,,,,,,78,4,,3187,,121,,,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
9/11/2023,,,58,,8,,,,,,4,,,,,,,2,,,,,,,,,,,,,,,,,,,,,3898,North Texas Pollen Station,Flower Mound,TX,75022,US
6/12/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,4348,North Texas Pollen Station,Flower Mound,TX,75022,US
12/9/2022,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1949,North Texas Pollen Station,Flower Mound,TX,75022,US
11/10/2023,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1876,North Texas Pollen Station,Flower Mound,TX,75022,US
8/11/2023,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1733,North Texas Pollen Station,Flower Mound,TX,75022,US
2/7/2021,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,,,,,,,,13,,,949,North Texas Pollen Station,Flower Mound,TX,75022,US
11/12/2023,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
4/6/2023,,,,,,,,,,6,,,2,,,,76,4,,,,15,,,,,9,,26,,,301,4,30,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
7/12/2021,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,2688,North Texas Pollen Station,Flower Mound,TX,75022,US
12/10/2021,,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,,,,,2377,North Texas Pollen Station,Flower Mound,TX,75022,US
2/2/2021,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,11,,,1398,North Texas Pollen Station,Flower Mound,TX,75022,US
7/4/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679,North Texas Pollen Station,Flower Mound,TX,75022,US
12/22/2022,,,,,,,,,,,,,13,,,,,,,,,,,,,,2,,,,,,,,,,,,1979,North Texas Pollen Station,Flower Mound,TX,75022,US
8/23/2021,,,6,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,821,,,2498,North Texas Pollen Station,Flower Mound,TX,75022,US
12/7/2021,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707,North Texas Pollen Station,Flower Mound,TX,75022,US
10/6/2021,,,45,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,48,,,1956,North Texas Pollen Station,Flower Mound,TX,75022,US
5/5/2023,,,,,,,15,,4,,2,,4,,,,,15,1,,,,,,,,3,,,,,,11,,,,,,,North Texas Pollen Station,Flower Mound,TX,75022,US
6/6/2023,,,,,,,,,,,,,,,,,,28,,,,,,,,,2,,,,,,,,,,,,1949,North Texas Pollen Station,Flower Mound,TX,75022,US
5/10/2023,,,,,,,,,,,,,,,,,,12,,,,,,,,,2,,,,,,,,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
3/7/2023,,,,,,,,,,39,,,17,,,,140,28,,,6,573,,,,,11,,,67,,580,4,,,,,,2684,North Texas Pollen Station,Flower Mound,TX,75022,US
4/7/2023,,,,,,,2,,,2,,,3,1,,,84,,2,,,84,,,,,13,,45,,,175,,19,,,,,1718,North Texas Pollen Station,Flower Mound,TX,75022,US
2/27/2021,,,,,,,,,,,,,192,,,,,,,,,,,,,,,,,,,,,,,19,,,1495,North Texas Pollen Station,Flower Mound,TX,75022,US
10/29/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,908,North Texas Pollen Station,Flower Mound,TX,75022,US
9/1/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,5619,North Texas Pollen Station,Flower Mound,TX,75022,US
1/24/2022,,,,,,,,,,,,,56,,,,,,,,,,,,,,2,,,,,,,,,,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
11/19/2022,,,2,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,1904,North Texas Pollen Station,Flower Mound,TX,75022,US
4/25/2023,,,,,,,61,,39,,,,2,2,,,5,37,2,,,,,,,,4,,,,,41,23,,,,,,2211,North Texas Pollen Station,Flower Mound,TX,75022,US
3/15/2023,,,,,,,2,,,84,,,23,,,,50,2,4,,7,56,,,,,56,,,27,,1470,,19,,,,,3025,North Texas Pollen Station,Flower Mound,TX,75022,US
9/22/2023,,,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,130,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
9/14/2022,,,35,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,13,,,2563,North Texas Pollen Station,Flower Mound,TX,75022,US
3/23/2021,,,,,,,4,,,78,,,,,,,153,4,,,4,61,,,,,15,,4,13,,287,,6,,,,,2124,North Texas Pollen Station,Flower Mound,TX,75022,US
8/21/2021,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,19,,,2552,North Texas Pollen Station,Flower Mound,TX,75022,US
12/26/2023,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,,2809,North Texas Pollen Station,Flower Mound,TX,75022,US
8/27/2023,,,37,,,,,,,,1,,,,,,,2,,,,,,,,,,,,,,,,,,4,,,4322,North Texas Pollen Station,Flower Mound,TX,75022,US
10/9/2022,,,22,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,17,,,2299,North Texas Pollen Station,Flower Mound,TX,75022,US
10/10/2023,,,76,,,,,,,,6,,,,,,,5,,,,,,,,,,,,,,,,,,52,,,3707,North Texas Pollen Station,Flower Mound,TX,75022,US
7/19/2022,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1742,North Texas Pollen Station,Flower Mound,TX,75022,US
3/6/2022,,,,,,,,,,,,,633,,,,4,,,,,,,,,,,,,,,,,,,553,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
8/28/2022,,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,3337,,,2999,North Texas Pollen Station,Flower Mound,TX,75022,US
2/27/2023,,,,,,,,,,,,,52,,,,9,,9,,,,,,,,,,,,,5,,,,20,,,2377,North Texas Pollen Station,Flower Mound,TX,75022,US
12/10/2023,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707,North Texas Pollen Station,Flower Mound,TX,75022,US
2/25/2023,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
10/23/2023,,,54,,2,,,,,,5,,,,,,,2,,,,,,,,,,,,,,,,,,9,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
4/5/2021,6,,,,,,4,,,24,,,4,,,,76,2,,,,58,,,,,6,,,,,3931,,13,,,,,1128,North Texas Pollen Station,Flower Mound,TX,75022,US
4/14/2021,13,,,,,,,,6,19,,,2,,,,311,4,,,,121,,6,,,443,,4,,,845,15,35,,,,,1941,North Texas Pollen Station,Flower Mound,TX,75022,US
8/22/2021,,,6,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,305,,,2280,North Texas Pollen Station,Flower Mound,TX,75022,US
9/12/2022,,,255,,,,,,,,17,,,,,,,9,,,,,,,,,,,,,,,,,,15,,,2589,North Texas Pollen Station,Flower Mound,TX,75022,US
7/1/2021,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,1614,North Texas Pollen Station,Flower Mound,TX,75022,US
8/11/2021,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,North Texas Pollen Station,Flower Mound,TX,75022,US
5/11/2022,,,,,,2,,,11,9,,,,2,,,,41,,,,,,,,,2,,,,,6,,,,,,,1837,North Texas Pollen Station,Flower Mound,TX,75022,US
2/15/2023,,,,,,,,,,,,,456,,,,,,,,,,,,,,2,,,,,,,,,173,,,2498,North Texas Pollen Station,Flower Mound,TX,75022,US
6/7/2023,,,,,,,,,,,,,,1,,,,6,,,,,,,,,,,,,,,3,,,,,,2185,North Texas Pollen Station,Flower Mound,TX,75022,US
9/19/2021,,,86,,,,,,,,4,,,,,,,4,,,,,,,,,,,,,,,,,,43,,,1884,North Texas Pollen Station,Flower Mound,TX,75022,US
2/23/2022,,,,,,,,,,,,,194,,,,,2,,,,,,,,,,,,,,,,,,69,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
9/18/2022,,,43,,,,,,,,6,,,,,,,2,,,,,,,,,,,,,,,,,,1912,,,2420,North Texas Pollen Station,Flower Mound,TX,75022,US
10/25/2023,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1491,North Texas Pollen Station,Flower Mound,TX,75022,US
8/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1737,North Texas Pollen Station,Flower Mound,TX,75022,US
4/24/2022,,,,,,,,,9,24,,,2,4,,,4,39,6,,,,,,,,11,,19,,,99,,,,,,,2157,North Texas Pollen Station,Flower Mound,TX,75022,US
9/18/2023,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575,,,6479,North Texas Pollen Station,Flower Mound,TX,75022,US
10/6/2022,,,108,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,158,,,2377,North Texas Pollen Station,Flower Mound,TX,75022,US
12/3/2022,,,9,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,2137,North Texas Pollen Station,Flower Mound,TX,75022,US
9/27/2021,,,370,,,,,,,,9,,,,,,,2,,,,,,,,,,,,,,,,,,864,,,1938,North Texas Pollen Station,Flower Mound,TX,75022,US
6/27/2021,,,,,2,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,1487,North Texas Pollen Station,Flower Mound,TX,75022,US
8/4/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1383,North Texas Pollen Station,Flower Mound,TX,75022,US
5/11/2023,,,,,,,,,,,,,2,,,,,43,,,,,,,,,,,,,,,6,,,,,,2005,North Texas Pollen Station,Flower Mound,TX,75022,US
11/28/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405,North Texas Pollen Station,Flower Mound,TX,75022,US
9/7/2023,,,22,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,32,,,2922,North Texas Pollen Station,Flower Mound,TX,75022,US
7/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1491,North Texas Pollen Station,Flower Mound,TX,75022,US
5/7/2021,,,,,,,,,99,,,,,,,,,71,,,,119,,2,,,,,,,,4,,6,,,,,1279,North Texas Pollen Station,Flower Mound,TX,75022,US
12/4/2021,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
12/10/2022,,,,,,,,,,,2,,28,,,,,,,,,,,,,,,,,,,,,,,,,,2464,North Texas Pollen Station,Flower Mound,TX,75022,US
6/1/2023,,,,,,,,,,,4,,,,,,,24,,,,,,,,,,,,,,4,4,,,,,,2672,North Texas Pollen Station,Flower Mound,TX,75022,US
3/23/2023,201,,,,,,,,,110,,,,,,,42,6,,,,24,,,,,3,,104,,,3723,,218,,,,,1902,North Texas Pollen Station,Flower Mound,TX,75022,US
10/31/2021,,,17,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,1446,North Texas Pollen Station,Flower Mound,TX,75022,US
4/16/2021,,,,,,,,,2,,,,,,,,,,,,,2,,,,,,,,,,48,,,,,,,2829,North Texas Pollen Station,Flower Mound,TX,75022,US
5/26/2021,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,4112,North Texas Pollen Station,Flower Mound,TX,75022,US
11/26/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1469,North Texas Pollen Station,Flower Mound,TX,75022,US
9/7/2021,,,26,,4,,,,,,4,,,,,,,6,,,,,,,,,,,,,,,,,,2,,,2837,North Texas Pollen Station,Flower Mound,TX,75022,US
6/11/2023,,,,,,,,,,,4,,,,,,,5,,,,,,,,,6,,,,,,2,,,,,,5716,North Texas Pollen Station,Flower Mound,TX,75022,US
11/19/2023,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,4082,North Texas Pollen Station,Flower Mound,TX,75022,US
11/17/2021,,,13,,,,,,,,,,13,,,,,9,,,,,,,,,,,,,,,,,,,,,1316,North Texas Pollen Station,Flower Mound,TX,75022,US
12/30/2023,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1275,North Texas Pollen Station,Flower Mound,TX,75022,US
9/23/2022,,,91,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,147,,,2113,North Texas Pollen Station,Flower Mound,TX,75022,US
7/3/2022,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,1969,North Texas Pollen Station,Flower Mound,TX,75022,US
6/29/2022,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,2,,,,,,,1712,North Texas Pollen Station,Flower Mound,TX,75022,US
4/11/2022,28,,,,,,,,,82,,,9,,,,24,17,,,,175,,,,,6,,15,41,,1405,4,17,,,,,1620,North Texas Pollen Station,Flower Mound,TX,75022,US
5/26/2023,,,,,,,,,4,,,,,,,,,52,,,,,,,,,,,,,,,3,,,,,,2265,North Texas Pollen Station,Flower Mound,TX,75022,US
4/7/2022,9,,,,,22,4,,,24,,,30,,,,24,9,,,4,140,,,,,13,,,26,,1420,,,,,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
10/8/2022,,,78,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,175,,,2561,North Texas Pollen Station,Flower Mound,TX,75022,US
5/22/2022,,,,,,,,,4,,2,,2,,,,,11,,,,,,,,,4,,,,,,,,,,,,1789,North Texas Pollen Station,Flower Mound,TX,75022,US
12/20/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2466,North Texas Pollen Station,Flower Mound,TX,75022,US
3/15/2022,,,,,,,,,,,2,,562,,,,2,2,,,,,,,,,,,,,,,,,,218,,,1724,North Texas Pollen Station,Flower Mound,TX,75022,US
4/19/2022,19,,,,,,4,,2,2,,,2,6,,,121,6,39,,,26,,,,,376,,43,4,,672,2,32,,,,,5186,North Texas Pollen Station,Flower Mound,TX,75022,US
11/21/2022,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476,North Texas Pollen Station,Flower Mound,TX,75022,US
3/6/2023,,,,,,,,,,30,,,4,,,,185,,,,4,457,,,,,,,,21,,385,,13,,9,,,2351,North Texas Pollen Station,Flower Mound,TX,75022,US
4/13/2021,6,,,,,,2,,,32,,,9,,,,268,13,2,,,147,,11,,,67,,26,,,1113,15,43,,,,,2059,North Texas Pollen Station,Flower Mound,TX,75022,US
7/30/2023,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1405,North Texas Pollen Station,Flower Mound,TX,75022,US
1/6/2022,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,1513,North Texas Pollen Station,Flower Mound,TX,75022,US
8/3/2023,,,,,,,,,,,6,,,,,,,,,,,,,,,,3,,,,,,,,,,,,1791,North Texas Pollen Station,Flower Mound,TX,75022,US
12/17/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
5/25/2021,,,,,,,,,2,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,3680,North Texas Pollen Station,Flower Mound,TX,75022,US
1/7/2023,,,,,,,,,,,,,929,,,,,,,,,,,,,,,,,,,,,,,,,,1947,North Texas Pollen Station,Flower Mound,TX,75022,US
1/9/2023,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,4,,,1727,North Texas Pollen Station,Flower Mound,TX,75022,US
1/23/2021,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,2,,,1007,North Texas Pollen Station,Flower Mound,TX,75022,US
4/22/2022,,,,,,,,,6,9,,,2,2,,,11,24,2,,,2,,,,,13,,24,,,387,4,26,,,,,2874,North Texas Pollen Station,Flower Mound,TX,75022,US
11/9/2023,,,6,,,,,,,,,,26,,,,,2,,,,,,,,,,,,,,,,,,,,,3025,North Texas Pollen Station,Flower Mound,TX,75022,US
5/31/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2788,North Texas Pollen Station,Flower Mound,TX,75022,US
8/2/2021,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2604,North Texas Pollen Station,Flower Mound,TX,75022,US
9/4/2023,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4290,North Texas Pollen Station,Flower Mound,TX,75022,US
10/23/2021,,,63,,,,,,,,,,19,2,,,,4,,,,,,,,,,,,,,,,,,35,,,2394,North Texas Pollen Station,Flower Mound,TX,75022,US
4/15/2023,,,,,,4,22,,28,24,,,12,,,,4,13,6,,,,,,,,5,,,,,113,3,31,,,,,2376,North Texas Pollen Station,Flower Mound,TX,75022,US
10/7/2021,,,134,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,192,,,1454,North Texas Pollen Station,Flower Mound,TX,75022,US
9/30/2023,,,238,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,104,,,3434,North Texas Pollen Station,Flower Mound,TX,75022,US
1/5/2021,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,1087,North Texas Pollen Station,Flower Mound,TX,75022,US
7/9/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,3291,North Texas Pollen Station,Flower Mound,TX,75022,US
6/4/2022,,,,,,,,,,,,,2,,,,,2,,,,,,,,,2,,,,,,,,,,,,2483,North Texas Pollen Station,Flower Mound,TX,75022,US
8/27/2021,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,24,,,1938,North Texas Pollen Station,Flower Mound,TX,75022,US
3/1/2023,,,,,,,,,,11,,,227,,,,88,,,,,174,,,,,,,,,,40,2,,,112,,,2766,North Texas Pollen Station,Flower Mound,TX,75022,US
10/9/2021,,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,,,4538,North Texas Pollen Station,Flower Mound,TX,75022,US
5/10/2021,,,,,,,,,48,,,,,,,,2,30,,,,54,,6,,,,,,,,,6,4,,,,,1515,North Texas Pollen Station,Flower Mound,TX,75022,US
1/15/2021,,,2,,,,,,,,2,,30,,,,,,,,,,,,,,,,,,,,,,,2,,,2358,North Texas Pollen Station,Flower Mound,TX,75022,US
2/26/2023,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,32,,,1707,North Texas Pollen Station,Flower Mound,TX,75022,US
6/26/2023,,,,,,,,,,,4,,,,,,,5,,,,,,,,,2,,,,,,,,,,,,3025,North Texas Pollen Station,Flower Mound,TX,75022,US
8/17/2023,,,2,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,1545,North Texas Pollen Station,Flower Mound,TX,75022,US
11/18/2022,,,,,,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,1796,North Texas Pollen Station,Flower Mound,TX,75022,US
12/26/2021,,,,,,,,,,,,,728,,,,,,,,,,,,,,,,,,,,,,,,,,1956,North Texas Pollen Station,Flower Mound,TX,75022,US
7/25/2023,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1921,North Texas Pollen Station,Flower Mound,TX,75022,US
3/16/2022,,,,,,,,,,,,,212,,,,,4,,,,,,,,,,,,,,,,,,313,,,2064,North Texas Pollen Station,Flower Mound,TX,75022,US
2/16/2022,,,,,,,,,,,,,456,,,,,,,,,,,,,,2,,,,,,,,,61,,,2137,North Texas Pollen Station,Flower Mound,TX,75022,US
12/21/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2403,North Texas Pollen Station,Flower Mound,TX,75022,US
4/4/2023,,,,,,,,,2,6,,,2,,,,35,11,2,,,29,,,,,,,79,17,,741,11,23,,,,,2133,North Texas Pollen Station,Flower Mound,TX,75022,US
12/14/2022,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,2807,North Texas Pollen Station,Flower Mound,TX,75022,US
8/4/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4970,North Texas Pollen Station,Flower Mound,TX,75022,US
5/10/2022,,,,,,,,,9,4,,,,,,,,45,,,,,,,,,,,,,,,2,,,,,,1967,North Texas Pollen Station,Flower Mound,TX,75022,US
11/24/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,864,North Texas Pollen Station,Flower Mound,TX,75022,US
6/19/2023,,,,,,1,,,,,,,,,,,,8,,,,,,,,,13,,,,,,2,,,,,,3961,North Texas Pollen Station,Flower Mound,TX,75022,US
10/18/2021,,,15,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,80,,,1608,North Texas Pollen Station,Flower Mound,TX,75022,US
4/20/2021,,,,,,,,,13,,2,,6,,,,73,39,2,,,69,,2,,,9,,,,,274,2,26,,,,,2598,North Texas Pollen Station,Flower Mound,TX,75022,US
1/12/2021,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312,North Texas Pollen Station,Flower Mound,TX,75022,US
10/2/2021,,,132,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,117,,,5037,North Texas Pollen Station,Flower Mound,TX,75022,US
5/4/2022,,,,,,,,,17,63,,,2,,,,,50,2,,,,,,,,4,,11,,,6,2,,,,,,4370,North Texas Pollen Station,Flower Mound,TX,75022,US
9/23/2023,,,91,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,361,,,3021,North Texas Pollen Station,Flower Mound,TX,75022,US
10/1/2022,,,110,,,,,,,,6,,,,,,,4,,,,,,,,,,,,,,,,,,2,,,2267,North Texas Pollen Station,Flower Mound,TX,75022,US
7/29/2022,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,2269,North Texas Pollen Station,Flower Mound,TX,75022,US
8/25/2022,,,2,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,4538,North Texas Pollen Station,Flower Mound,TX,75022,US
5/12/2022,,,,,,,,,2,2,,,2,4,,,,45,,,,,,,,,,,,,,,2,,,,,,2150,North Texas Pollen Station,Flower Mound,TX,75022,US
3/26/2023,,,,,,,,,,28,,,11,,,,141,4,,,2,82,,,,,4,,82,,,2801,,13,,,,,2126,North Texas Pollen Station,Flower Mound,TX,75022,US
2/7/2023,,,,,,,,,,,,,911,,,,,,,,,,,,,,,,,,,,,,,102,,,1660,North Texas Pollen Station,Flower Mound,TX,75022,US
10/22/2023,,,158,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,24,,,1938,North Texas Pollen Station,Flower Mound,TX,75022,US
5/30/2022,,,,,,4,,,,,2,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2299,North Texas Pollen Station,Flower Mound,TX,75022,US
1/15/2023,,,,,,,,,,,,,158,,,,,,,,,,,,,,,,,,,,,,,6,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
1/20/2022,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,1729,North Texas Pollen Station,Flower Mound,TX,75022,US
6/3/2021,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,5253,North Texas Pollen Station,Flower Mound,TX,75022,US
5/23/2021,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,2185,North Texas Pollen Station,Flower Mound,TX,75022,US
8/5/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1707,North Texas Pollen Station,Flower Mound,TX,75022,US
9/22/2021,,,408,,,,,,,,11,,,,,,,6,,,,,,,,,,,,,,,,,,26,,,2794,North Texas Pollen Station,Flower Mound,TX,75022,US
5/6/2023,,,,,,,9,,30,,,,,,,,,41,,,,,,,,,6,,,,,4,15,,,,,,3674,North Texas Pollen Station,Flower Mound,TX,75022,US
12/29/2022,,,,,,,,,,,,,873,,,,,,,,,,,,,,,,,,,,,,,,,,1096,North Texas Pollen Station,Flower Mound,TX,75022,US
2/13/2023,,,,,,,,,,,,,692,,,,,,,,,,,,,,2,,,,,,,,,71,,,2263,North Texas Pollen Station,Flower Mound,TX,75022,US
8/18/2022,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2355,North Texas Pollen Station,Flower Mound,TX,75022,US
1/8/2021,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,607,North Texas Pollen Station,Flower Mound,TX,75022,US
7/7/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327,North Texas Pollen Station,Flower Mound,TX,75022,US
6/21/2023,,,,,,,,,,,,,,2,,,,4,,,,,,,,,,,,,,,,,,,,,3414,North Texas Pollen Station,Flower Mound,TX,75022,US
9/8/2021,,,119,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,6,,,3490,North Texas Pollen Station,Flower Mound,TX,75022,US
1/18/2022,,,,,,2,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,1941,North Texas Pollen Station,Flower Mound,TX,75022,US
12/6/2023,,,,,,2,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1945,North Texas Pollen Station,Flower Mound,TX,75022,US
6/5/2023,,,,,,,,,,,2,,,,,,,17,,,,,,,,,,,,,,,,,,,,,2121,North Texas Pollen Station,Flower Mound,TX,75022,US
5/13/2023,,,,,,,,,2,,,,1,,,,,24,,,,,,,,,,,,,,,6,,,,,,2197,North Texas Pollen Station,Flower Mound,TX,75022,US
